review_length,exclamation_count,verified_purchase,reviewer_review_count,rating_deviation,10,absolutely,amazing,arrived,avoid,awful,best,bought,box,broke,buy,buying,complete,condition,customer,damaged,described,disappointed,does,exactly,family,good,great,hate,high,highly,imaginable,incredible,item,life,love,loves,money,ordering,overpriced,perfect,picture,price,product,quality,quickly,recommend,ruined,says,scam,seen,seller,service,showed,single,solid,soon,stars,stopped,terrible,thing,unhelpful,use,value,waste,way,week,working,works,world,worst,wow,yes
11,0,1,2,0.08771929824561386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350400053361076,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,1,1,2.2264150943396226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32356180158674835,0.0,0.5462928886455011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5462928886455011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5462928886455011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,0,2,1.2432432432432434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350400053361076,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,1,2,0.2941176470588234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,1,2,1.1153846153846154,0.0,0.40543634024944974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44131206435729464,0.0,0.0,0.44131206435729464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37843568362395263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32884463341114933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44131206435729464,0.0,0.0,0.0,0.0
12,0,1,4,0.021739130434782705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464169477713938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4901307535023757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293787647864552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293787647864552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,1,1.2888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45816316470493357,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40043233889165314,0.0,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,1,2,0.6800000000000002,0.0,0.40543634024944974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44131206435729464,0.0,0.0,0.44131206435729464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37843568362395263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32884463341114933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44131206435729464,0.0,0.0,0.0,0.0
9,0,1,2,1.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45816316470493357,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40043233889165314,0.0,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,12,0,1,1.6122448979591835,0.44529166794348884,0.0,0.0,0.0,0.0,0.0,0.44529166794348884,0.44529166794348884,0.0,0.0,0.26734175142689487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777431941508397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24134711079130822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44529166794348884,0.0,0.0,0.0
13,0,1,1,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,1,1,1.3703703703703702,0.0,0.0,0.0,0.4381674556043063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981180595786933,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,1,3,0.11627906976744207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350400053361076,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,1,2,0.08771929824561386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350400053361076,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.46830006475670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,1,2,0.06382978723404253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464169477713938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4901307535023757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293787647864552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293787647864552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,1,3,0.11320754716981174,0.0,0.0,0.0,0.4381674556043063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981180595786933,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,12,0,1,1.4,0.44529166794348884,0.0,0.0,0.0,0.0,0.0,0.44529166794348884,0.44529166794348884,0.0,0.0,0.26734175142689487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777431941508397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24134711079130822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44529166794348884,0.0,0.0,0.0
8,0,1,1,0.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45816316470493357,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40043233889165314,0.0,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,1,1,0.4130434782608696,0.0,0.40543634024944974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44131206435729464,0.0,0.0,0.44131206435729464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37843568362395263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32884463341114933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44131206435729464,0.0,0.0,0.0,0.0
9,0,0,1,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464169477713938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4901307535023757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293787647864552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293787647864552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,0,2,1.5660377358490565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,1,2,1.2195121951219514,0.0,0.0,0.0,0.4381674556043063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981180595786933,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,1,1,3.08955223880597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5623174075332024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3319844456163548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5073308528357786,0.0,0.0,0.5623174075332024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,12,0,2,1.1,0.44529166794348884,0.0,0.0,0.0,0.0,0.0,0.44529166794348884,0.44529166794348884,0.0,0.0,0.26734175142689487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777431941508397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24134711079130822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44529166794348884,0.0,0.0,0.0
10,0,1,1,1.4615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,1,2,0.5531914893617023,0.0,0.0,0.0,0.4381674556043063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981180595786933,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3,0,3,1.5416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19437874140507888,0.2957604843127101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2957604843127101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8872814529381303,0.0
10,0,1,1,1.3823529411764706,0.0,0.0,0.0,0.4381674556043063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981180595786933,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652996495043254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,1,3,1.706896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,3,0.9714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45816316470493357,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40043233889165314,0.0,0.45816316470493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,13,1,3,1.1694915254237288,0.0,0.2702265589474964,0.4003161944636786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4003161944636786,0.4003161944636786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2509264630177115,0.0,0.0,0.0,0.25049598648961907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4003161944636786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4003161944636786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,1,0.4583333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464169477713938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4901307535023757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293787647864552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293787647864552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
